geometry,Lx,D,geometry_id,rx,rz,material
spheroid,,,spheroid_rx_8.383_rz_1.885,8.383,1.0,[]
spheroid,,,spheroid_rx_3.12_rz_0.647,3.12,0.0,[]
spheroid,,,spheroid_rx_9.291_rz_9.348,9.291,9.0,[]
spheroid,,,spheroid_rx_3.092_rz_2.271,3.092,2.0,[]
spheroid,,,spheroid_rx_2.184_rz_2.8,2.184,2.0,[]
spheroid,,,spheroid_rx_8.236_rz_1.187,8.236,1.0,[]
spheroid,,,spheroid_rx_3.218_rz_0.441,3.218,0.0,[]
spheroid,,,spheroid_rx_0.933_rz_0.939,0.933,0.0,[]
spheroid,,,spheroid_rx_6.992_rz_4.945,6.992000000000001,4.0,[]
spheroid,,,spheroid_rx_3.053_rz_4.187,3.053,4.0,[]
spheroid,,,spheroid_rx_1.591_rz_9.117,1.591,9.0,[]
spheroid,,,spheroid_rx_6.776_rz_5.503,6.776,5.0,[]
spheroid,,,spheroid_rx_5.675_rz_6.309,5.675,6.0,[]
spheroid,,,spheroid_rx_3.513_rz_6.766,3.513,6.0,[]
spheroid,,,spheroid_rx_3.613_rz_4.917,3.613,4.0,[]
spheroid,,,spheroid_rx_8.775_rz_5.512,8.775,5.0,[]
spheroid,,,spheroid_rx_8.547_rz_0.397,8.547,0.0,[]
spheroid,,,spheroid_rx_5.18_rz_8.537,5.18,8.0,[]
spheroid,,,spheroid_rx_2.935_rz_7.25,2.935,7.0,[]
spheroid,,,spheroid_rx_1.261_rz_1.508,1.261,1.0,[]
spheroid,,,spheroid_rx_7.243_rz_0.419,7.2429999999999986,0.0,[]
spheroid,,,spheroid_rx_9.365_rz_3.901,9.365,3.0,[]
spheroid,,,spheroid_rx_3.644_rz_6.01,3.6439999999999997,6.0,[]
spheroid,,,spheroid_rx_2.499_rz_7.634,2.499,7.0,[]
spheroid,,,spheroid_rx_3.141_rz_1.973,3.141,1.0,[]
spheroid,,,spheroid_rx_8.555_rz_7.236,8.555,7.0,[]
spheroid,,,spheroid_rx_2.454_rz_0.794,2.454,0.0,[]
spheroid,,,spheroid_rx_8.076_rz_3.756,8.076,3.0,[]
spheroid,,,spheroid_rx_6.537_rz_2.177,6.537000000000001,2.0,[]
spheroid,,,spheroid_rx_8.258_rz_6.853,8.258,6.0,[]
spheroid,,,spheroid_rx_8.901_rz_8.146,8.901,8.0,[]
spheroid,,,spheroid_rx_1.397_rz_2.02,1.3969999999999998,2.0,[]
spheroid,,,spheroid_rx_0.407_rz_0.17,0.40700000000000003,0.0,[]
spheroid,,,spheroid_rx_3.452_rz_4.769,3.452,4.0,[]
spheroid,,,spheroid_rx_6.129_rz_0.9,6.129,0.0,[]
spheroid,,,spheroid_rx_6.872_rz_1.899,6.872000000000001,1.0,[]
spheroid,,,spheroid_rx_8.804_rz_6.904,8.804,6.0,[]
spheroid,,,spheroid_rx_0.58_rz_7.313,0.58,7.0,[]
spheroid,,,spheroid_rx_8.125_rz_7.775,8.125,7.0,[]
spheroid,,,spheroid_rx_3.401_rz_2.441,3.401,2.0,[]
spheroid,,,spheroid_rx_9.32_rz_6.586,9.32,6.0,[]
spheroid,,,spheroid_rx_8.285_rz_7.252,8.285,7.0,[]
spheroid,,,spheroid_rx_2.063_rz_0.829,2.063,0.0,[]
spheroid,,,spheroid_rx_6.975_rz_2.719,6.975,2.0,[]
spheroid,,,spheroid_rx_1.65_rz_5.57,1.65,5.0,[]
spheroid,,,spheroid_rx_0.382_rz_1.31,0.382,1.0,[]
spheroid,,,spheroid_rx_7.306_rz_1.737,7.306,1.0,[]
spheroid,,,spheroid_rx_2.47_rz_8.764,2.47,8.0,[]
spheroid,,,spheroid_rx_1.04_rz_8.062,1.04,8.0,[]
spheroid,,,spheroid_rx_3.253_rz_1.079,3.253,1.0,[]
spheroid,,,spheroid_rx_6.181_rz_8.837,6.181,8.0,[]
spheroid,,,spheroid_rx_4.563_rz_8.49,4.563,8.0,[]
spheroid,,,spheroid_rx_2.917_rz_7.902,2.917,7.0,[]
spheroid,,,spheroid_rx_6.412_rz_3.66,6.412000000000001,3.0,[]
spheroid,,,spheroid_rx_6.543_rz_5.9,6.5429999999999975,5.0,[]
spheroid,,,spheroid_rx_5.3_rz_4.723,5.3,4.0,[]
spheroid,,,spheroid_rx_5.128_rz_5.394,5.127999999999999,5.0,[]
spheroid,,,spheroid_rx_9.869_rz_2.146,9.869,2.0,[]
spheroid,,,spheroid_rx_6.942_rz_2.234,6.942,2.0,[]
spheroid,,,spheroid_rx_8.522_rz_2.27,8.522,2.0,[]
spheroid,,,spheroid_rx_0.123_rz_4.3,0.12300000000000001,4.0,[]
spheroid,,,spheroid_rx_7.383_rz_5.385,7.382999999999999,5.0,[]
spheroid,,,spheroid_rx_1.862_rz_5.077,1.8619999999999999,5.0,[]
spheroid,,,spheroid_rx_7.052_rz_4.93,7.0520000000000005,4.0,[]
spheroid,,,spheroid_rx_3.259_rz_2.011,3.259,2.0,[]
spheroid,,,spheroid_rx_5.283_rz_8.381,5.283,8.0,[]
spheroid,,,spheroid_rx_2.545_rz_3.558,2.545,3.0,[]
spheroid,,,spheroid_rx_1.786_rz_9.655,1.786,9.0,[]
spheroid,,,spheroid_rx_8.641_rz_5.909,8.641,5.0,[]
spheroid,,,spheroid_rx_8.099_rz_0.9,8.099,0.0,[]
spheroid,,,spheroid_rx_7.452_rz_3.528,7.452000000000001,3.0,[]
spheroid,,,spheroid_rx_5.855_rz_0.747,5.855,0.0,[]
spheroid,,,spheroid_rx_2.815_rz_2.198,2.815,2.0,[]
spheroid,,,spheroid_rx_6.627_rz_6.471,6.627000000000002,6.0,[]
spheroid,,,spheroid_rx_9.397_rz_2.831,9.397,2.0,[]
spheroid,,,spheroid_rx_2.773_rz_8.023,2.773,8.0,[]
spheroid,,,spheroid_rx_9.83_rz_9.239,9.83,9.0,[]
spheroid,,,spheroid_rx_5.258_rz_9.431,5.257999999999999,9.0,[]
spheroid,,,spheroid_rx_0.172_rz_5.21,0.172,5.0,[]
spheroid,,,spheroid_rx_1.689_rz_5.788,1.689,5.0,[]
spheroid,,,spheroid_rx_0.897_rz_2.315,0.897,2.0,[]
spheroid,,,spheroid_rx_7.455_rz_9.554,7.455,9.0,[]
spheroid,,,spheroid_rx_1.822_rz_9.617,1.8219999999999998,9.0,[]
spheroid,,,spheroid_rx_8.643_rz_8.27,8.642999999999999,8.0,[]
spheroid,,,spheroid_rx_2.603_rz_0.499,2.603,0.0,[]
spheroid,,,spheroid_rx_8.136_rz_0.047,8.136000000000001,0.0,[]
spheroid,,,spheroid_rx_7.667_rz_5.721,7.6670000000000025,5.0,[]
spheroid,,,spheroid_rx_7.624_rz_2.083,7.624,2.0,[]
spheroid,,,spheroid_rx_7.995_rz_1.53,7.995,1.0,[]
spheroid,,,spheroid_rx_2.002_rz_9.25,2.002,9.0,[]
spheroid,,,spheroid_rx_7.512_rz_9.459,7.5120000000000005,9.0,[]
spheroid,,,spheroid_rx_1.722_rz_9.887,1.722,9.0,[]
spheroid,,,spheroid_rx_4.675_rz_1.0,4.675,1.0,[]
spheroid,,,spheroid_rx_7.134_rz_9.663,7.134,9.0,[]
spheroid,,,spheroid_rx_0.432_rz_0.726,0.4320000000000001,0.0,[]
spheroid,,,spheroid_rx_9.025_rz_2.155,9.025,2.0,[]
spheroid,,,spheroid_rx_9.384_rz_6.197,9.384,6.0,[]
spheroid,,,spheroid_rx_2.081_rz_4.362,2.081,4.0,[]
spheroid,,,spheroid_rx_8.078_rz_7.969,8.078,7.0,[]
spheroid,,,spheroid_rx_3.617_rz_9.253,3.617,9.0,[]
spheroid,,,spheroid_rx_3.497_rz_1.275,3.497,1.0,[]
spheroid,,,spheroid_rx_9.647_rz_1.521,9.647,1.0,[]
spheroid,,,spheroid_rx_2.934_rz_6.584,2.9339999999999997,6.0,[]
spheroid,,,spheroid_rx_4.327_rz_5.679,4.327,5.0,[]
spheroid,,,spheroid_rx_2.569_rz_2.763,2.569,2.0,[]
spheroid,,,spheroid_rx_4.342_rz_0.901,4.342,0.0,[]
spheroid,,,spheroid_rx_0.939_rz_7.677,0.9390000000000001,7.0,[]
spheroid,,,spheroid_rx_5.609_rz_3.493,5.609,3.0,[]
spheroid,,,spheroid_rx_4.961_rz_5.276,4.961,5.0,[]
spheroid,,,spheroid_rx_7.669_rz_5.845,7.669,5.0,[]
spheroid,,,spheroid_rx_9.987_rz_1.203,9.987,1.0,[]
spheroid,,,spheroid_rx_3.414_rz_3.738,3.414,3.0,[]
spheroid,,,spheroid_rx_1.999_rz_8.512,1.999,8.0,[]
spheroid,,,spheroid_rx_9.121_rz_7.721,9.121,7.0,[]
spheroid,,,spheroid_rx_2.134_rz_1.489,2.134,1.0,[]
spheroid,,,spheroid_rx_1.86_rz_5.33,1.86,5.0,[]
spheroid,,,spheroid_rx_0.241_rz_6.7,0.24100000000000002,6.0,[]
spheroid,,,spheroid_rx_4.699_rz_7.185,4.699,7.0,[]
spheroid,,,spheroid_rx_6.845_rz_0.746,6.845,0.0,[]
spheroid,,,spheroid_rx_7.522_rz_2.909,7.522,2.0,[]
spheroid,,,spheroid_rx_4.53_rz_2.525,4.53,2.0,[]
spheroid,,,spheroid_rx_2.144_rz_9.168,2.144,9.0,[]
spheroid,,,spheroid_rx_1.027_rz_2.965,1.0270000000000001,2.0,[]
spheroid,,,spheroid_rx_4.239_rz_3.616,4.239,3.0,[]
spheroid,,,spheroid_rx_4.121_rz_0.121,4.121,0.0,[]
spheroid,,,spheroid_rx_6.738_rz_0.342,6.738,0.0,[]
spheroid,,,spheroid_rx_9.335_rz_2.961,9.335,2.0,[]
spheroid,,,spheroid_rx_1.645_rz_3.903,1.645,3.0,[]
spheroid,,,spheroid_rx_9.739_rz_0.303,9.738999999999999,0.0,[]
spheroid,,,spheroid_rx_6.353_rz_1.223,6.353,1.0,[]
spheroid,,,spheroid_rx_5.912_rz_8.848,5.912000000000001,8.0,[]
spheroid,,,spheroid_rx_3.408_rz_7.712,3.408,7.0,[]
spheroid,,,spheroid_rx_4.258_rz_7.139,4.258,7.0,[]
spheroid,,,spheroid_rx_1.946_rz_7.606,1.946,7.0,[]
spheroid,,,spheroid_rx_9.392_rz_2.377,9.392000000000001,2.0,[]
spheroid,,,spheroid_rx_9.545_rz_1.094,9.545,1.0,[]
spheroid,,,spheroid_rx_3.775_rz_9.753,3.775,9.0,[]
spheroid,,,spheroid_rx_8.146_rz_4.163,8.146,4.0,[]
spheroid,,,spheroid_rx_5.208_rz_6.164,5.207999999999998,6.0,[]
spheroid,,,spheroid_rx_3.126_rz_7.5,3.1260000000000003,7.0,[]
spheroid,,,spheroid_rx_4.991_rz_5.247,4.9910000000000005,5.0,[]
spheroid,,,spheroid_rx_0.324_rz_0.798,0.324,0.0,[]
spheroid,,,spheroid_rx_6.338_rz_7.305,6.337999999999999,7.0,[]
spheroid,,,spheroid_rx_1.318_rz_1.928,1.318,1.0,[]
spheroid,,,spheroid_rx_9.359_rz_4.449,9.359,4.0,[]
spheroid,,,spheroid_rx_1.642_rz_3.732,1.642,3.0,[]
spheroid,,,spheroid_rx_0.614_rz_1.924,0.614,1.0,[]
spheroid,,,spheroid_rx_3.439_rz_3.589,3.439,3.0,[]
spheroid,,,spheroid_rx_7.872_rz_1.044,7.872000000000001,1.0,[]
spheroid,,,spheroid_rx_9.314_rz_8.064,9.314,8.0,[]
spheroid,,,spheroid_rx_1.102_rz_3.036,1.102,3.0,[]
spheroid,,,spheroid_rx_1.802_rz_6.657,1.802,6.0,[]
spheroid,,,spheroid_rx_8.183_rz_4.145,8.183,4.0,[]
spheroid,,,spheroid_rx_4.736_rz_2.406,4.7360000000000015,2.0,[]
spheroid,,,spheroid_rx_2.189_rz_0.321,2.189,0.0,[]
spheroid,,,spheroid_rx_1.228_rz_2.272,1.228,2.0,[]
spheroid,,,spheroid_rx_0.979_rz_9.667,0.9790000000000001,9.0,[]
spheroid,,,spheroid_rx_8.682_rz_1.392,8.682,1.0,[]
spheroid,,,spheroid_rx_1.792_rz_7.909,1.7919999999999998,7.0,[]
spheroid,,,spheroid_rx_1.825_rz_9.095,1.825,9.0,[]
spheroid,,,spheroid_rx_3.576_rz_3.181,3.576,3.0,[]
spheroid,,,spheroid_rx_8.779_rz_5.806,8.779,5.0,[]
spheroid,,,spheroid_rx_7.998_rz_9.536,7.9979999999999976,9.0,[]
spheroid,,,spheroid_rx_3.245_rz_0.321,3.245,0.0,[]
spheroid,,,spheroid_rx_4.205_rz_4.012,4.205,4.0,[]
spheroid,,,spheroid_rx_0.641_rz_2.226,0.6409999999999999,2.0,[]
spheroid,,,spheroid_rx_0.891_rz_4.317,0.8909999999999999,4.0,[]
spheroid,,,spheroid_rx_5.021_rz_5.299,5.021,5.0,[]
spheroid,,,spheroid_rx_1.972_rz_8.94,1.972,8.0,[]
spheroid,,,spheroid_rx_0.076_rz_8.181,0.076,8.0,[]
spheroid,,,spheroid_rx_3.014_rz_7.075,3.014,7.0,[]
spheroid,,,spheroid_rx_4.075_rz_0.163,4.075,0.0,[]
spheroid,,,spheroid_rx_7.825_rz_3.571,7.825,3.0,[]
spheroid,,,spheroid_rx_7.418_rz_1.311,7.417999999999997,1.0,[]
spheroid,,,spheroid_rx_1.209_rz_0.145,1.209,0.0,[]
spheroid,,,spheroid_rx_8.971_rz_3.922,8.971,3.0,[]
spheroid,,,spheroid_rx_1.623_rz_5.918,1.6230000000000002,5.0,[]
spheroid,,,spheroid_rx_1.062_rz_1.853,1.062,1.0,[]
spheroid,,,spheroid_rx_5.457_rz_3.831,5.4570000000000025,3.0,[]
spheroid,,,spheroid_rx_5.796_rz_2.584,5.796,2.0,[]
spheroid,,,spheroid_rx_1.615_rz_2.03,1.615,2.0,[]
spheroid,,,spheroid_rx_8.112_rz_7.53,8.112,7.0,[]
spheroid,,,spheroid_rx_6.04_rz_9.454,6.04,9.0,[]
spheroid,,,spheroid_rx_5.923_rz_9.421,5.922999999999999,9.0,[]
spheroid,,,spheroid_rx_3.773_rz_4.149,3.773,4.0,[]
spheroid,,,spheroid_rx_3.238_rz_4.31,3.238,4.0,[]
spheroid,,,spheroid_rx_5.873_rz_5.389,5.8729999999999976,5.0,[]
spheroid,,,spheroid_rx_4.918_rz_7.002,4.918,7.0,[]
spheroid,,,spheroid_rx_4.907_rz_1.889,4.907,1.0,[]
spheroid,,,spheroid_rx_1.075_rz_2.203,1.075,2.0,[]
spheroid,,,spheroid_rx_6.671_rz_9.358,6.671,9.0,[]
spheroid,,,spheroid_rx_9.103_rz_5.608,9.103,5.0,[]
spheroid,,,spheroid_rx_8.635_rz_3.023,8.635,3.0,[]
spheroid,,,spheroid_rx_5.98_rz_1.446,5.98,1.0,[]
spheroid,,,spheroid_rx_5.344_rz_9.166,5.343999999999999,9.0,[]
spheroid,,,spheroid_rx_9.154_rz_5.585,9.154,5.0,[]
spheroid,,,spheroid_rx_8.764_rz_8.884,8.764,8.0,[]
spheroid,,,spheroid_rx_8.313_rz_3.146,8.312999999999999,3.0,[]
spheroid,,,spheroid_rx_3.989_rz_1.36,3.989,1.0,[]
spheroid,,,spheroid_rx_5.403_rz_9.87,5.403,9.0,[]
spheroid,,,spheroid_rx_2.568_rz_8.02,2.568,8.0,[]
spheroid,,,spheroid_rx_1.625_rz_1.896,1.625,1.0,[]
spheroid,,,spheroid_rx_8.262_rz_8.57,8.262,8.0,[]
spheroid,,,spheroid_rx_7.847_rz_6.606,7.847,6.0,[]
spheroid,,,spheroid_rx_0.685_rz_5.72,0.685,5.0,[]
spheroid,,,spheroid_rx_6.82_rz_5.177,6.82,5.0,[]
spheroid,,,spheroid_rx_6.366_rz_3.463,6.3660000000000005,3.0,[]
spheroid,,,spheroid_rx_3.547_rz_7.442,3.547,7.0,[]
spheroid,,,spheroid_rx_2.56_rz_8.797,2.56,8.0,[]
spheroid,,,spheroid_rx_8.267_rz_8.782,8.267000000000001,8.0,[]
spheroid,,,spheroid_rx_7.238_rz_5.465,7.237999999999999,5.0,[]
spheroid,,,spheroid_rx_3.32_rz_3.796,3.32,3.0,[]
spheroid,,,spheroid_rx_1.041_rz_8.958,1.041,8.0,[]
spheroid,,,spheroid_rx_8.014_rz_7.244,8.014,7.0,[]
spheroid,,,spheroid_rx_1.245_rz_6.647,1.245,6.0,[]
spheroid,,,spheroid_rx_6.311_rz_5.633,6.311,5.0,[]
spheroid,,,spheroid_rx_3.926_rz_7.147,3.926,7.0,[]
spheroid,,,spheroid_rx_7.943_rz_1.244,7.943,1.0,[]
spheroid,,,spheroid_rx_0.733_rz_7.8,0.733,7.0,[]
spheroid,,,spheroid_rx_9.622_rz_1.991,9.622,1.0,[]
spheroid,,,spheroid_rx_4.318_rz_0.562,4.3180000000000005,0.0,[]
spheroid,,,spheroid_rx_0.276_rz_9.203,0.276,9.0,[]
spheroid,,,spheroid_rx_1.124_rz_4.587,1.124,4.0,[]
spheroid,,,spheroid_rx_1.019_rz_9.214,1.019,9.0,[]
spheroid,,,spheroid_rx_9.679_rz_6.235,9.679,6.0,[]
spheroid,,,spheroid_rx_4.958_rz_4.205,4.958,4.0,[]
spheroid,,,spheroid_rx_4.943_rz_1.315,4.9430000000000005,1.0,[]
spheroid,,,spheroid_rx_0.281_rz_6.7,0.281,6.0,[]
spheroid,,,spheroid_rx_2.824_rz_1.558,2.824,1.0,[]
spheroid,,,spheroid_rx_9.296_rz_0.636,9.296,0.0,[]
spheroid,,,spheroid_rx_9.515_rz_7.885,9.515,7.0,[]
spheroid,,,spheroid_rx_5.888_rz_3.713,5.888,3.0,[]
spheroid,,,spheroid_rx_7.134_rz_9.955,7.1339999999999995,9.0,[]
spheroid,,,spheroid_rx_3.659_rz_4.401,3.659,4.0,[]
spheroid,,,spheroid_rx_0.48_rz_6.061,0.48,6.0,[]
spheroid,,,spheroid_rx_9.286_rz_3.148,9.286,3.0,[]
spheroid,,,spheroid_rx_6.395_rz_1.059,6.395,1.0,[]
spheroid,,,spheroid_rx_6.17_rz_8.976,6.17,8.0,[]
spheroid,,,spheroid_rx_7.336_rz_5.105,7.336,5.0,[]
spheroid,,,spheroid_rx_4.461_rz_7.961,4.461,7.0,[]
spheroid,,,spheroid_rx_9.693_rz_5.55,9.693,5.0,[]
spheroid,,,spheroid_rx_7.689_rz_1.279,7.689,1.0,[]
spheroid,,,spheroid_rx_5.215_rz_4.958,5.215,4.0,[]
spheroid,,,spheroid_rx_9.276_rz_3.474,9.276,3.0,[]
spheroid,,,spheroid_rx_2.724_rz_5.926,2.7239999999999998,5.0,[]
spheroid,,,spheroid_rx_5.256_rz_1.868,5.256,1.0,[]
spheroid,,,spheroid_rx_1.306_rz_9.997,1.306,9.0,[]
spheroid,,,spheroid_rx_1.975_rz_2.279,1.975,2.0,[]
spheroid,,,spheroid_rx_5.467_rz_3.649,5.4670000000000005,3.0,[]
spheroid,,,spheroid_rx_8.484_rz_5.844,8.484,5.0,[]
spheroid,,,spheroid_rx_2.147_rz_4.273,2.147,4.0,[]
spheroid,,,spheroid_rx_5.652_rz_1.9,5.652,1.0,[]
spheroid,,,spheroid_rx_2.037_rz_0.78,2.037,0.0,[]
spheroid,,,spheroid_rx_3.996_rz_6.712,3.996,6.0,[]
spheroid,,,spheroid_rx_2.024_rz_9.142,2.024,9.0,[]
spheroid,,,spheroid_rx_1.641_rz_9.569,1.641,9.0,[]
spheroid,,,spheroid_rx_7.137_rz_7.27,7.1370000000000005,7.0,[]
spheroid,,,spheroid_rx_1.094_rz_0.184,1.094,0.0,[]
spheroid,,,spheroid_rx_3.335_rz_1.436,3.335,1.0,[]
spheroid,,,spheroid_rx_4.925_rz_8.912,4.925,8.0,[]
spheroid,,,spheroid_rx_2.198_rz_2.173,2.198,2.0,[]
spheroid,,,spheroid_rx_3.645_rz_2.732,3.645,2.0,[]
spheroid,,,spheroid_rx_8.155_rz_2.79,8.155,2.0,[]
spheroid,,,spheroid_rx_3.204_rz_4.905,3.204,4.0,[]
spheroid,,,spheroid_rx_3.419_rz_1.102,3.4189999999999996,1.0,[]
spheroid,,,spheroid_rx_9.599_rz_7.106,9.599,7.0,[]
spheroid,,,spheroid_rx_0.337_rz_8.759,0.337,8.0,[]
spheroid,,,spheroid_rx_2.301_rz_8.486,2.301,8.0,[]
spheroid,,,spheroid_rx_7.778_rz_9.742,7.778,9.0,[]
spheroid,,,spheroid_rx_5.94_rz_1.934,5.94,1.0,[]
spheroid,,,spheroid_rx_0.878_rz_0.7,0.878,0.0,[]
spheroid,,,spheroid_rx_3.041_rz_9.777,3.0410000000000004,9.0,[]
spheroid,,,spheroid_rx_9.06_rz_9.376,9.06,9.0,[]
spheroid,,,spheroid_rx_7.252_rz_0.367,7.252000000000002,0.0,[]
spheroid,,,spheroid_rx_9.629_rz_1.118,9.629,1.0,[]
spheroid,,,spheroid_rx_1.16_rz_5.96,1.16,5.0,[]
spheroid,,,spheroid_rx_8.335_rz_3.201,8.335,3.0,[]
spheroid,,,spheroid_rx_9.04_rz_2.546,9.04,2.0,[]
spheroid,,,spheroid_rx_2.797_rz_2.786,2.7969999999999997,2.0,[]
spheroid,,,spheroid_rx_7.6_rz_2.308,7.6,2.0,[]
spheroid,,,spheroid_rx_6.742_rz_0.314,6.742000000000001,0.0,[]
spheroid,,,spheroid_rx_6.925_rz_2.94,6.925,2.0,[]
spheroid,,,spheroid_rx_3.339_rz_6.971,3.339,6.0,[]
spheroid,,,spheroid_rx_0.621_rz_5.415,0.621,5.0,[]
spheroid,,,spheroid_rx_5.394_rz_3.684,5.394,3.0,[]
spheroid,,,spheroid_rx_2.459_rz_4.203,2.459,4.0,[]
spheroid,,,spheroid_rx_3.739_rz_9.165,3.739,9.0,[]
spheroid,,,spheroid_rx_6.896_rz_4.749,6.896,4.0,[]
spheroid,,,spheroid_rx_1.771_rz_1.913,1.771,1.0,[]
spheroid,,,spheroid_rx_8.993_rz_9.552,8.993,9.0,[]
spheroid,,,spheroid_rx_7.913_rz_2.61,7.9129999999999985,2.0,[]
spheroid,,,spheroid_rx_9.846_rz_5.785,9.846,5.0,[]
spheroid,,,spheroid_rx_9.2_rz_9.48,9.2,9.0,[]
spheroid,,,spheroid_rx_2.275_rz_3.844,2.275,3.0,[]
spheroid,,,spheroid_rx_1.18_rz_3.193,1.18,3.0,[]
spheroid,,,spheroid_rx_9.573_rz_2.016,9.573,2.0,[]
spheroid,,,spheroid_rx_2.437_rz_4.107,2.437,4.0,[]
spheroid,,,spheroid_rx_0.395_rz_2.438,0.395,2.0,[]
spheroid,,,spheroid_rx_8.845_rz_6.643,8.845,6.0,[]
spheroid,,,spheroid_rx_3.391_rz_9.991,3.391,9.0,[]
spheroid,,,spheroid_rx_2.819_rz_5.305,2.819,5.0,[]
spheroid,,,spheroid_rx_8.652_rz_0.567,8.652000000000001,0.0,[]
spheroid,,,spheroid_rx_8.002_rz_6.453,8.002,6.0,[]
spheroid,,,spheroid_rx_6.473_rz_4.079,6.473,4.0,[]
spheroid,,,spheroid_rx_2.344_rz_7.219,2.344,7.0,[]
spheroid,,,spheroid_rx_4.805_rz_9.329,4.805,9.0,[]
spheroid,,,spheroid_rx_7.929_rz_1.895,7.9289999999999985,1.0,[]
spheroid,,,spheroid_rx_8.15_rz_1.39,8.15,1.0,[]
spheroid,,,spheroid_rx_4.815_rz_1.381,4.815,1.0,[]
spheroid,,,spheroid_rx_2.65_rz_3.668,2.65,3.0,[]
spheroid,,,spheroid_rx_1.343_rz_3.47,1.3430000000000002,3.0,[]
spheroid,,,spheroid_rx_7.648_rz_4.522,7.648,4.0,[]
spheroid,,,spheroid_rx_3.223_rz_4.0,3.2230000000000003,4.0,[]
spheroid,,,spheroid_rx_4.298_rz_3.689,4.298,3.0,[]
spheroid,,,spheroid_rx_5.025_rz_4.462,5.025,4.0,[]
spheroid,,,spheroid_rx_2.862_rz_1.51,2.862,1.0,[]
spheroid,,,spheroid_rx_9.173_rz_0.367,9.173,0.0,[]
spheroid,,,spheroid_rx_3.825_rz_5.202,3.825,5.0,[]
spheroid,,,spheroid_rx_4.459_rz_9.633,4.459,9.0,[]
spheroid,,,spheroid_rx_0.776_rz_7.517,0.7759999999999999,7.0,[]
spheroid,,,spheroid_rx_1.723_rz_6.979,1.723,6.0,[]
spheroid,,,spheroid_rx_2.213_rz_7.465,2.213,7.0,[]
spheroid,,,spheroid_rx_4.767_rz_3.888,4.7669999999999995,3.0,[]
spheroid,,,spheroid_rx_1.35_rz_7.995,1.35,7.0,[]
spheroid,,,spheroid_rx_9.997_rz_6.628,9.997,6.0,[]
spheroid,,,spheroid_rx_2.472_rz_9.231,2.472,9.0,[]
spheroid,,,spheroid_rx_7.848_rz_0.093,7.848,0.0,[]
spheroid,,,spheroid_rx_4.603_rz_6.792,4.603,6.0,[]
spheroid,,,spheroid_rx_9.681_rz_6.226,9.681000000000001,6.0,[]
spheroid,,,spheroid_rx_8.187_rz_2.339,8.187000000000001,2.0,[]
spheroid,,,spheroid_rx_4.552_rz_0.234,4.552,0.0,[]
spheroid,,,spheroid_rx_7.98_rz_5.188,7.98,5.0,[]
spheroid,,,spheroid_rx_5.135_rz_9.284,5.135,9.0,[]
spheroid,,,spheroid_rx_4.054_rz_8.436,4.0539999999999985,8.0,[]
spheroid,,,spheroid_rx_4.279_rz_4.774,4.279,4.0,[]
spheroid,,,spheroid_rx_9.053_rz_4.772,9.053,4.0,[]
spheroid,,,spheroid_rx_1.533_rz_2.277,1.5330000000000001,2.0,[]
spheroid,,,spheroid_rx_3.828_rz_8.349,3.828,8.0,[]
spheroid,,,spheroid_rx_0.106_rz_2.461,0.106,2.0,[]
spheroid,,,spheroid_rx_8.29_rz_8.036,8.29,8.0,[]
spheroid,,,spheroid_rx_0.918_rz_6.746,0.9179999999999999,6.0,[]
spheroid,,,spheroid_rx_7.376_rz_7.683,7.376,7.0,[]
spheroid,,,spheroid_rx_2.205_rz_0.524,2.205,0.0,[]
spheroid,,,spheroid_rx_4.972_rz_5.986,4.972,5.0,[]
spheroid,,,spheroid_rx_3.531_rz_8.246,3.531,8.0,[]
spheroid,,,spheroid_rx_3.874_rz_5.558,3.874,5.0,[]
spheroid,,,spheroid_rx_0.768_rz_2.861,0.768,2.0,[]
spheroid,,,spheroid_rx_3.445_rz_7.719,3.445,7.0,[]
spheroid,,,spheroid_rx_2.827_rz_1.331,2.827,1.0,[]
spheroid,,,spheroid_rx_8.006_rz_3.076,8.006,3.0,[]
spheroid,,,spheroid_rx_8.062_rz_8.52,8.062000000000001,8.0,[]
spheroid,,,spheroid_rx_3.822_rz_3.741,3.822,3.0,[]
spheroid,,,spheroid_rx_9.813_rz_2.025,9.812999999999999,2.0,[]
spheroid,,,spheroid_rx_7.814_rz_9.071,7.814,9.0,[]
spheroid,,,spheroid_rx_8.587_rz_1.128,8.587,1.0,[]
spheroid,,,spheroid_rx_4.649_rz_4.166,4.649,4.0,[]
spheroid,,,spheroid_rx_6.835_rz_7.165,6.835,7.0,[]
spheroid,,,spheroid_rx_3.79_rz_5.944,3.79,5.0,[]
spheroid,,,spheroid_rx_4.757_rz_5.246,4.757,5.0,[]
spheroid,,,spheroid_rx_9.364_rz_7.302,9.364,7.0,[]
spheroid,,,spheroid_rx_1.32_rz_1.603,1.32,1.0,[]
spheroid,,,spheroid_rx_4.515_rz_8.193,4.515,8.0,[]
spheroid,,,spheroid_rx_4.989_rz_5.423,4.989,5.0,[]
spheroid,,,spheroid_rx_8.785_rz_2.247,8.785,2.0,[]
spheroid,,,spheroid_rx_3.364_rz_1.323,3.364,1.0,[]
spheroid,,,spheroid_rx_0.667_rz_3.278,0.667,3.0,[]
spheroid,,,spheroid_rx_5.799_rz_7.763,5.7989999999999995,7.0,[]
spheroid,,,spheroid_rx_1.186_rz_4.6,1.186,4.0,[]
